time,vehicle_id,x,y
39,17,-44.71,-495.41
40,17,-44.49,-493.2
41,17,-44.05,-488.81
42,17,-43.44,-482.64
43,17,-42.67,-475.01
44,17,-41.66,-464.83
45,17,-40.44,-452.71
46,17,-39.05,-438.8
47,17,-37.64,-424.71
48,17,-36.25,-410.74
49,17,-34.87,-396.94
50,17,-33.43,-382.56
51,17,-31.97,-367.96
52,17,-30.5,-353.24
53,17,-29.12,-339.44
54,17,-27.65,-324.74
55,17,-29.4,-310.12
56,17,-28.02,-296.28
57,17,-26.62,-282.3
58,17,-25.23,-268.36
59,17,-23.72,-253.33
60,17,-22.27,-238.8
61,17,-20.78,-223.91
62,17,-19.29,-208.94
63,17,-17.79,-194.04
64,17,-16.4,-180.06
65,17,-14.94,-165.52
66,17,-13.48,-150.87
67,17,-11.97,-135.84
67,29,-44.71,-495.41
68,17,-10.55,-121.59
68,29,-44.52,-493.47
69,17,-9.07,-106.84
69,29,-44.18,-490.07
70,17,-7.62,-92.28
70,29,-43.6,-484.32
71,17,-6.23,-78.37
71,29,-42.84,-476.66
72,17,-4.81,-64.2
72,29,-41.83,-466.55
73,17,-3.33,-49.39
73,29,-40.59,-454.18
74,17,-1.94,-35.52
74,29,-39.4,-442.32
75,17,-0.57,-21.76
75,29,-38.11,-429.36
76,17,0.49,-11.21
76,29,-36.85,-416.76
77,17,-0.86,-2.67
77,29,-35.59,-404.2
78,17,-7.91,2.07
78,29,-34.38,-392.06
79,17,-17.35,3.35
79,29,-33.13,-379.55
80,17,-28.15,4.43
80,29,-31.86,-366.86
81,17,-40.59,5.67
81,29,-30.69,-355.12
81,35,-44.71,-495.41
82,17,-54.99,7.11
82,29,-29.41,-342.35
82,35,-44.47,-492.98
83,17,-69.38,8.55
83,29,-28.13,-329.55
83,35,-44.01,-488.36
84,17,-84.32,10.04
84,29,-26.95,-317.72
84,35,-43.33,-481.61
85,17,-98.35,11.44
85,29,-25.73,-305.57
85,35,-42.51,-473.38
86,17,-113.05,12.91
86,29,-24.44,-292.68
86,35,-41.48,-463.11
87,17,-127.15,14.32
87,29,-26.42,-280.29
87,35,-40.34,-451.67
87,38,-44.71,-495.41
88,17,-141.91,15.8
88,29,-25.14,-267.49
88,35,-39.15,-439.76
88,38,-44.53,-493.56
89,17,-156.8,17.29
89,29,-23.95,-255.61
89,35,-37.94,-427.67
89,38,-44.1,-489.3
90,17,-171.86,18.8
90,29,-22.69,-243.01
90,35,-36.81,-416.36
90,38,-43.53,-483.58
91,17,-186.43,20.25
91,29,-21.44,-230.5
91,35,-35.7,-405.31
91,38,-42.83,-476.53
92,17,-200.7,21.68
92,29,-20.24,-218.51
92,35,-34.6,-394.28
92,38,-41.94,-467.67
93,17,-214.58,23.07
93,29,-18.94,-205.54
93,35,-33.49,-383.14
93,38,-40.88,-457.06
94,17,-229.5,24.56
94,29,-17.76,-193.74
94,35,-32.26,-370.87
94,38,-39.8,-446.26
95,17,-244.26,26.03
95,29,-16.59,-182.0
95,35,-31.05,-358.76
95,38,-38.71,-435.36
96,17,-258.8,30.71
96,29,-15.38,-169.94
96,35,-29.85,-346.77
96,38,-37.53,-423.58
97,17,-273.44,32.17
97,29,-14.21,-158.19
97,35,-28.73,-335.53
97,38,-36.4,-412.3
98,17,-287.52,33.58
98,29,-12.91,-145.23
98,35,-27.58,-324.02
98,38,-35.27,-401.01
99,17,-301.89,35.01
99,29,-11.64,-132.52
99,35,-26.38,-312.11
99,38,-34.15,-389.79
100,17,-316.14,36.44
100,29,-10.38,-119.94
100,35,-25.22,-300.45
100,38,-32.99,-378.14
101,17,-331.14,37.94
101,29,-9.14,-107.53
101,35,-24.08,-289.11
101,38,-31.8,-366.25
102,17,-345.97,39.42
102,29,-7.87,-94.76
102,35,-26.09,-276.95
102,38,-30.68,-355.05
103,17,-359.97,40.82
103,29,-6.59,-82.03
103,35,-24.9,-265.08
103,38,-29.58,-344.02
104,17,-374.75,42.3
104,29,-5.35,-69.62
104,35,-23.74,-253.53
104,38,-28.39,-332.17
105,17,-388.93,43.72
105,29,-4.08,-56.92
105,35,-22.64,-242.47
105,38,-27.19,-320.16
106,17,-403.49,45.18
106,29,-2.79,-43.96
106,35,-21.51,-231.23
106,38,-26.05,-308.74
107,17,-417.79,46.61
107,29,-1.52,-31.28
107,35,-20.31,-219.16
107,38,-24.85,-296.75
108,17,-431.8,48.01
108,29,-0.7,-23.08
108,35,-19.14,-207.52
108,38,-23.76,-285.87
109,17,-446.81,49.51
109,29,-0.32,-19.3
109,35,-18.0,-196.13
109,38,-25.77,-273.74
110,17,-460.78,50.91
110,29,-0.3,-19.07
110,35,-16.82,-184.26
110,38,-24.66,-262.71
111,17,-474.98,52.33
111,29,-0.29,-19.01
111,35,-15.69,-172.95
111,38,-23.58,-251.92
112,17,-489.47,53.78
112,29,-0.29,-18.98
