time,vehicle_id,x,y
33,14,-44.71,-495.41
34,14,-44.48,-493.1
35,14,-44.01,-488.33
36,14,-43.36,-481.86
37,14,-42.53,-473.59
38,14,-41.54,-463.65
39,14,-40.35,-451.74
40,14,-39.23,-440.6
41,14,-38.12,-429.47
42,14,-36.9,-417.31
43,14,-35.78,-406.09
44,14,-34.64,-394.7
45,14,-33.52,-383.51
46,14,-32.3,-371.28
47,14,-31.16,-359.89
48,14,-30.05,-348.77
49,14,-28.91,-337.35
49,21,-44.71,-495.41
50,14,-27.75,-325.79
50,21,-44.52,-493.44
51,14,-26.61,-314.31
51,21,-44.13,-489.55
52,14,-25.47,-302.93
52,21,-43.54,-483.7
53,14,-24.27,-291.0
53,21,-42.82,-476.44
54,14,-23.08,-279.07
54,21,-41.85,-466.77
55,14,-21.95,-267.73
55,21,-40.68,-455.06
56,14,-20.82,-256.45
56,21,-39.32,-441.49
57,14,-19.6,-244.3
57,21,-37.99,-428.17
58,14,-18.45,-232.8
58,21,-36.7,-415.27
59,14,-17.26,-220.84
59,21,-35.34,-401.68
60,14,-16.15,-209.75
60,21,-34.03,-388.6
61,14,-14.98,-198.0
61,21,-32.77,-376.0
62,14,-13.8,-186.28
62,21,-31.52,-363.45
63,14,-12.61,-174.3
63,21,-30.21,-350.41
64,14,-11.39,-162.15
64,21,-28.92,-337.51
65,14,-10.22,-150.45
65,21,-27.67,-324.97
66,14,-9.12,-139.49
66,21,-26.42,-312.49
67,14,-8.02,-128.4
67,21,-25.18,-300.02
68,14,-6.9,-117.2
68,21,-23.91,-287.33
69,14,-5.72,-105.45
69,21,-22.54,-273.64
70,14,-4.59,-94.14
70,21,-21.29,-261.15
71,14,-3.48,-82.99
71,21,-19.96,-247.9
72,14,-2.35,-71.75
72,21,-18.68,-235.03
73,14,-1.19,-60.1
73,21,-17.42,-222.46
74,14,-0.01,-48.37
74,21,-16.09,-209.11
75,14,1.14,-36.85
75,21,-14.83,-196.51
76,14,2.36,-24.62
