time,vehicle_id,x,y
19,8,494.9,4.8
20,8,492.7,4.8
21,8,488.48,4.8
22,8,481.68,4.8
23,8,472.7,4.8
24,8,461.78,4.8
25,8,449.77,4.8
26,8,438.54,4.8
27,8,427.07,4.8
28,8,415.28,4.8
29,8,402.98,4.8
30,8,391.91,4.8
31,8,380.5,4.8
32,8,369.22,4.8
33,8,358.11,4.8
34,8,346.5,4.8
35,8,334.49,4.8
36,8,323.25,4.8
37,8,311.05,4.8
38,8,299.4,4.8
39,8,288.18,4.8
40,8,276.4,4.8
41,8,264.34,4.8
42,18,494.9,4.8
42,8,253.17,4.8
43,18,492.77,4.8
43,8,241.35,4.8
44,18,488.9,4.8
44,8,229.46,4.8
45,18,482.88,4.8
45,8,217.79,4.8
46,18,474.45,4.8
46,8,206.69,4.8
47,18,464.33,4.8
47,8,194.52,4.8
48,18,451.75,4.8
48,8,182.86,4.8
49,18,437.55,4.8
49,8,171.74,4.8
50,18,423.02,4.8
50,8,159.56,4.8
51,18,407.64,4.8
51,8,148.47,4.8
52,18,393.06,4.8
52,8,136.2,4.8
53,18,377.48,4.8
53,8,124.17,4.8
54,18,362.74,4.8
54,8,112.98,4.8
55,18,348.41,4.8
55,8,100.99,4.8
56,18,333.22,4.8
56,8,89.62,4.8
57,18,317.7,4.8
57,8,77.72,4.8
58,18,302.19,4.8
58,8,65.95,4.8
59,18,287.07,4.8
59,8,54.27,4.8
60,18,272.53,4.8
60,8,42.16,4.8
61,18,258.1,4.8
61,8,30.98,4.8
62,18,243.52,4.8
62,8,20.01,4.8
63,18,228.73,4.8
63,8,13.53,4.8
64,18,213.82,4.8
64,8,11.55,4.8
65,18,198.72,4.8
65,8,11.4,4.8
66,18,183.37,4.8
66,8,11.4,4.8
67,18,168.02,4.8
67,8,11.4,4.8
68,18,152.53,4.8
68,8,11.4,4.8
69,18,137.98,4.8
69,8,11.4,4.8
70,18,122.86,4.8
70,8,11.4,4.8
71,18,108.13,4.8
71,8,11.4,4.8
72,18,93.48,4.8
72,8,11.4,4.8
73,18,79.09,4.8
73,8,11.4,4.8
74,18,64.26,4.8
74,8,11.4,4.8
75,18,49.04,4.8
75,32,494.9,4.8
75,8,11.4,4.8
76,18,35.84,1.6
76,32,492.87,4.8
76,8,11.4,4.8
77,18,24.42,1.6
77,32,488.9,4.8
77,8,11.4,4.8
78,18,15.74,1.6
78,32,483.6,4.8
78,8,11.4,4.8
79,18,11.56,1.6
79,32,476.82,4.8
79,8,11.4,4.8
80,18,11.43,1.6
80,32,467.59,4.8
80,8,11.4,4.8
81,18,11.41,1.6
81,32,456.55,4.8
81,8,11.4,4.8
82,18,11.4,1.6
82,32,444.91,4.8
82,8,11.4,4.8
83,18,11.4,1.6
83,32,434.04,4.8
83,8,11.4,4.8
84,18,11.4,1.6
84,32,422.47,4.8
84,8,11.4,4.8
85,18,11.4,1.6
85,32,411.04,4.8
85,8,11.4,4.8
86,18,11.4,1.6
86,32,400.2,4.8
86,8,11.4,4.8
87,18,11.4,1.6
87,32,388.83,4.8
87,8,11.4,4.8
88,18,11.4,1.6
88,32,377.78,4.8
88,8,11.4,4.8
89,18,11.4,1.6
89,32,366.15,4.8
89,8,11.4,4.8
90,18,11.4,1.6
90,32,354.41,4.8
90,8,11.4,4.8
91,18,11.4,1.6
91,32,342.95,4.8
91,8,11.4,4.8
92,18,11.4,1.6
92,32,331.73,4.8
92,8,11.4,4.8
93,18,11.4,1.6
93,32,320.65,4.8
93,8,11.4,4.8
94,18,11.4,1.6
94,32,309.32,4.8
94,8,11.4,4.8
95,18,11.4,1.6
95,32,297.29,4.8
95,8,11.4,4.8
96,18,11.4,1.6
96,32,285.53,4.8
96,8,11.4,4.8
97,18,11.4,1.6
97,32,274.55,4.8
97,8,11.4,4.8
98,18,11.4,1.6
98,32,263.15,4.8
98,8,11.4,4.8
99,18,11.4,1.6
99,32,252.23,4.8
99,8,11.4,4.8
100,18,11.4,1.6
100,32,242.0,4.8
100,8,11.4,4.8
101,18,11.4,1.6
101,32,229.98,1.6
101,8,11.4,4.8
102,18,11.4,1.6
102,32,218.68,1.6
102,8,11.4,4.8
103,18,11.4,1.6
103,32,207.02,1.6
103,8,11.4,4.8
104,18,11.4,1.6
104,32,195.31,1.6
104,8,11.4,4.8
105,18,9.57,1.6
105,32,184.16,1.6
105,8,9.34,4.8
106,18,5.72,1.6
106,32,173.18,1.6
106,8,5.85,4.8
107,18,0.03,1.6
107,32,161.82,1.6
107,8,-0.24,4.8
108,18,-7.99,1.6
108,32,150.59,1.6
108,8,-8.5,4.8
109,18,-18.54,1.6
109,32,138.85,1.6
109,8,-19.19,4.8
110,18,-31.66,1.6
110,32,127.26,1.6
110,8,-30.92,4.8
111,18,-46.75,1.6
111,32,115.89,1.6
111,8,-42.22,4.8
112,18,-61.54,1.6
112,32,104.89,1.6
112,8,-53.39,4.8
113,18,-75.93,1.6
113,32,93.9,1.6
113,8,-64.8,4.8
114,18,-91.38,1.6
114,32,82.46,1.6
114,8,-76.24,4.8
115,18,-106.66,1.6
115,32,70.34,1.6
115,8,-87.45,4.8
116,18,-122.04,1.6
116,32,58.44,1.6
116,8,-99.69,4.8
117,18,-136.73,1.6
117,32,46.58,1.6
117,8,-110.71,4.8
118,18,-151.64,1.6
118,32,35.23,1.6
118,8,-122.55,4.8
119,18,-166.66,1.6
119,32,23.22,1.6
119,8,-134.26,4.8
120,18,-181.13,1.6
120,32,11.6,1.6
120,8,-145.79,4.8
121,18,-195.91,1.6
121,32,0.29,1.6
121,8,-157.97,4.8
122,18,-211.46,1.6
122,32,-10.91,1.6
122,8,-169.82,4.8
123,18,-226.45,1.6
123,32,-22.34,1.6
123,8,-181.54,4.8
124,18,-241.16,1.6
124,32,-33.72,1.6
124,8,-193.79,4.8
125,18,-256.08,1.6
125,32,-45.16,1.6
125,54,494.9,4.8
125,8,-205.58,4.8
126,18,-271.08,1.6
126,32,-56.9,1.6
126,54,492.96,4.8
126,8,-216.67,4.8
127,18,-286.3,1.6
127,32,-68.41,1.6
127,54,488.84,4.8
127,8,-227.9,4.8
128,18,-301.71,1.6
128,32,-79.69,1.6
128,54,482.12,4.8
128,8,-239.44,4.8
129,18,-316.99,1.6
129,32,-91.04,1.6
129,54,473.83,4.8
129,8,-251.08,4.8
130,18,-332.22,1.6
130,32,-103.13,1.6
130,54,463.46,4.8
130,8,-263.22,4.8
131,18,-347.48,1.6
131,32,-114.64,4.8
131,54,451.48,4.8
131,8,-275.08,4.8
132,18,-362.55,1.6
132,32,-126.57,4.8
132,54,437.64,4.8
132,8,-286.68,4.8
133,18,-377.74,1.6
133,32,-138.56,4.8
133,54,422.83,4.8
133,8,-298.68,4.8
134,18,-393.33,1.6
134,32,-150.51,4.8
134,54,408.69,4.8
134,8,-310.6,4.8
135,18,-408.81,1.6
135,32,-161.9,4.8
135,54,394.56,4.8
135,8,-321.81,4.8
136,18,-423.15,1.6
136,32,-173.0,4.8
136,54,380.45,4.8
136,8,-333.84,4.8
137,18,-438.61,1.6
137,32,-184.39,4.8
137,54,365.39,4.8
137,8,-345.58,4.8
138,18,-453.99,1.6
138,32,-195.28,4.8
138,54,351.21,4.8
138,8,-357.29,4.8
139,18,-469.32,1.6
139,32,-207.23,4.8
139,54,336.8,4.8
139,8,-369.52,4.8
140,18,-484.24,1.6
140,32,-218.13,4.8
140,54,322.76,4.8
140,8,-381.75,4.8
141,18,-498.92,1.6
141,32,-229.4,4.8
141,54,308.53,4.8
141,8,-392.86,4.8
142,32,-240.8,4.8
142,54,293.97,4.8
142,8,-404.01,4.8
143,32,-251.72,4.8
143,54,279.1,4.8
143,8,-415.54,4.8
144,32,-262.89,4.8
144,54,264.43,4.8
144,8,-426.72,4.8
145,32,-274.93,4.8
145,54,249.63,4.8
145,8,-438.72,4.8
146,32,-286.98,4.8
146,54,235.39,4.8
146,8,-450.24,4.8
147,32,-298.25,4.8
147,54,220.48,4.8
147,8,-462.27,4.8
148,32,-309.22,4.8
148,54,205.53,4.8
148,8,-473.79,4.8
149,32,-320.34,4.8
149,54,191.44,4.8
149,8,-485.88,4.8
150,32,-331.16,4.8
150,54,176.93,4.8
150,8,-497.8,4.8
151,32,-343.17,4.8
151,54,161.88,4.8
152,32,-354.54,4.8
152,54,147.35,4.8
153,32,-365.96,4.8
153,54,133.07,4.8
154,32,-378.06,4.8
154,54,118.3,4.8
155,32,-389.43,4.8
155,54,103.77,4.8
156,32,-400.69,4.8
156,54,89.25,4.8
157,32,-412.66,4.8
157,54,74.88,4.8
158,32,-423.64,4.8
158,54,60.38,4.8
159,32,-434.6,4.8
159,54,46.32,4.8
160,32,-446.07,4.8
160,54,31.62,4.8
161,32,-457.52,4.8
161,54,20.42,4.8
162,32,-469.16,4.8
162,54,13.72,4.8
163,32,-480.15,4.8
163,54,11.52,4.8
164,32,-491.27,4.8
164,54,11.4,4.8
165,54,11.4,4.8
166,54,11.4,4.8
166,72,494.9,4.8
167,54,11.4,4.8
167,72,492.78,4.8
168,54,11.4,4.8
168,72,488.59,4.8
169,54,11.4,4.8
169,72,482.54,4.8
169,73,494.9,4.8
170,54,11.4,4.8
170,72,474.38,4.8
170,73,492.42,4.8
171,54,11.4,4.8
171,72,463.99,4.8
171,73,487.42,4.8
172,54,11.4,4.8
172,72,451.79,4.8
172,73,480.84,4.8
173,54,11.4,4.8
173,72,438.91,4.8
173,73,472.67,4.8
174,54,11.4,4.8
174,72,425.26,4.8
174,73,462.8,4.8
175,54,11.4,4.8
175,72,412.26,4.8
175,73,451.42,4.8
175,76,494.9,4.8
176,54,11.4,4.8
176,72,399.41,4.8
176,73,437.93,4.8
176,76,493.41,4.8
177,54,11.4,4.8
177,72,386.45,4.8
177,73,425.06,4.8
177,76,490.36,4.8
178,54,11.4,4.8
178,72,372.86,4.8
178,73,411.96,4.8
178,76,485.34,4.8
179,54,11.4,4.8
179,72,359.08,4.8
179,73,399.4,4.8
179,76,478.81,4.8
180,54,11.4,4.8
180,72,346.09,4.8
180,73,385.62,4.8
180,76,470.79,4.8
181,54,11.4,4.8
181,72,333.36,4.8
181,73,372.64,4.8
181,76,461.19,4.8
182,54,11.4,4.8
182,72,320.01,4.8
182,73,359.99,4.8
182,76,449.31,4.8
183,54,11.4,4.8
183,72,307.11,4.8
183,73,347.43,4.8
183,76,437.76,4.8
184,54,11.4,4.8
184,72,293.27,4.8
184,73,334.69,4.8
184,76,425.99,4.8
185,54,11.4,4.8
185,72,279.52,4.8
185,73,321.78,4.8
185,76,413.82,4.8
186,54,11.4,4.8
186,72,266.58,4.8
186,73,309.24,4.8
186,76,401.46,4.8
187,54,11.4,4.8
187,72,253.59,4.8
187,73,296.43,4.8
187,76,389.94,4.8
188,54,11.4,4.8
188,72,240.31,4.8
188,73,283.35,4.8
188,76,377.79,4.8
189,54,11.4,4.8
189,72,227.07,4.8
189,73,269.82,4.8
189,76,366.59,4.8
190,54,11.4,4.8
190,72,213.82,4.8
190,73,256.33,4.8
190,76,354.74,4.8
191,54,11.4,4.8
191,72,200.99,4.8
191,73,243.65,4.8
191,76,343.18,4.8
192,54,11.4,4.8
192,72,187.73,4.8
192,73,231.1,4.8
192,76,331.19,4.8
193,54,11.4,4.8
193,72,174.78,4.8
193,73,217.44,4.8
193,76,318.98,4.8
194,54,11.4,4.8
194,72,161.75,4.8
194,73,203.91,4.8
194,76,307.48,4.8
195,54,11.4,4.8
195,72,147.98,4.8
195,73,190.19,4.8
195,76,295.78,4.8
196,54,11.4,4.8
196,72,134.24,4.8
196,73,176.42,4.8
196,76,284.19,4.8
197,54,11.4,4.8
197,72,121.06,4.8
197,73,163.25,4.8
197,76,272.12,4.8
198,54,11.4,4.8
198,72,108.23,4.8
198,73,149.57,4.8
198,76,260.16,4.8
199,54,11.4,4.8
199,72,94.39,4.8
199,73,136.08,4.8
199,76,248.43,4.8
200,54,11.4,4.8
200,72,80.98,4.8
200,73,123.33,4.8
200,76,236.52,4.8
201,54,11.4,4.8
201,72,68.21,4.8
201,73,110.21,4.8
201,76,224.24,4.8
202,54,11.4,4.8
202,72,55.86,4.8
202,73,97.52,4.8
202,76,212.6,4.8
203,54,11.4,4.8
203,72,46.69,1.6
203,73,84.61,4.8
203,76,201.08,4.8
204,54,11.4,4.8
204,72,38.79,1.6
204,73,70.98,4.8
204,76,188.78,4.8
205,54,11.4,4.8
205,72,34.75,1.6
205,73,58.2,4.8
205,76,177.15,4.8
205,89,494.9,4.8
206,54,11.4,4.8
206,72,33.94,1.6
206,73,49.31,4.8
206,76,165.94,4.8
206,89,493.17,4.8
207,54,11.4,4.8
207,72,33.91,1.6
207,73,43.26,4.8
207,76,154.66,4.8
207,89,489.67,4.8
208,54,11.4,4.8
208,72,33.91,1.6
208,73,41.53,4.8
208,76,143.11,4.8
208,89,483.59,4.8
209,54,11.4,4.8
209,72,33.9,1.6
209,73,41.41,4.8
209,76,131.48,4.8
209,89,475.76,4.8
210,54,9.47,4.8
210,72,33.9,1.6
210,73,41.41,4.8
210,76,119.34,4.8
210,89,466.27,4.8
211,54,5.5,4.8
211,72,33.9,1.6
211,73,41.41,4.8
211,76,108.15,4.8
211,89,454.82,4.8
212,54,-0.89,4.8
212,72,33.9,1.6
212,73,41.41,4.8
212,76,96.44,4.8
212,89,442.18,4.8
213,54,-8.76,4.8
213,72,32.74,1.6
213,73,41.41,4.8
213,76,84.82,4.8
213,89,430.36,4.8
214,54,-17.98,4.8
214,72,29.23,1.6
214,73,40.62,4.8
214,76,72.41,4.8
214,89,418.61,4.8
215,54,-29.45,4.8
215,72,24.56,1.6
215,73,37.96,4.8
215,76,60.75,4.8
215,89,406.99,4.8
216,54,-43.22,4.8
216,72,18.1,1.6
216,73,33.53,4.8
216,76,51.95,4.8
216,89,395.39,4.8
217,54,-57.59,4.8
217,72,10.84,1.6
217,73,28.09,4.8
217,76,45.48,4.8
217,89,382.83,4.8
218,54,-72.76,4.8
218,72,1.2,1.6
218,73,24.07,4.8
218,76,38.21,4.8
218,89,370.24,4.8
219,54,-87.84,4.8
219,72,-10.79,1.6
219,73,18.89,4.8
219,76,33.43,4.8
219,89,358.15,4.8
220,54,-103.05,4.8
220,72,-24.37,1.6
220,73,14.23,4.8
220,76,27.94,4.8
220,89,346.07,4.8
221,54,-117.3,4.8
221,72,-37.69,1.6
221,73,9.41,4.8
221,76,22.99,1.6
221,89,334.21,4.8
222,54,-131.86,4.8
222,72,-50.93,1.6
222,73,2.62,4.8
222,76,16.15,1.6
222,89,322.74,4.8
223,54,-146.76,4.8
223,72,-63.95,1.6
223,73,-5.53,4.8
223,76,9.0,1.6
223,89,310.95,4.8
224,54,-161.34,4.8
224,72,-76.81,1.6
224,73,-16.1,4.8
224,76,0.13,1.6
224,89,299.36,4.8
225,54,-176.27,4.8
225,72,-90.27,1.6
225,73,-28.07,4.8
225,76,-10.36,1.6
225,89,287.4,4.8
226,54,-190.38,4.8
226,72,-104.18,1.6
226,73,-41.21,4.8
226,76,-22.72,1.6
226,89,274.77,4.8
227,54,-204.47,4.8
227,72,-118.04,1.6
227,73,-54.99,4.8
227,76,-35.13,1.6
227,89,262.73,4.8
228,54,-219.46,4.8
228,72,-131.01,1.6
228,73,-68.28,4.8
228,76,-46.58,1.6
228,89,250.93,4.8
229,54,-234.15,4.8
229,72,-144.89,1.6
229,73,-80.92,4.8
229,76,-57.92,1.6
229,89,239.06,4.8
230,54,-249.12,4.8
230,72,-157.89,1.6
230,73,-94.01,4.8
230,76,-69.32,1.6
230,89,227.21,4.8
231,54,-263.28,4.8
231,72,-171.56,1.6
231,73,-107.55,4.8
231,76,-81.49,1.6
231,89,214.86,4.8
232,54,-277.32,4.8
232,72,-185.25,1.6
232,73,-120.49,4.8
232,76,-92.96,1.6
232,89,203.27,4.8
233,54,-291.62,4.8
233,72,-198.36,4.8
233,73,-133.21,4.8
233,76,-105.27,1.6
233,89,191.67,4.8
234,54,-306.11,4.8
234,72,-211.27,4.8
