time,vehicle_id,x,y
72,31,-495.41,44.71
73,31,-493.87,44.56
74,31,-490.64,44.24
75,31,-485.47,43.72
76,31,-478.14,42.99
77,31,-468.61,42.03
78,31,-457.68,40.94
79,31,-444.75,39.65
80,31,-430.45,38.22
81,31,-415.64,36.74
82,31,-400.32,35.2
83,31,-385.29,33.7
84,31,-370.57,32.23
85,31,-356.0,33.99
86,31,-340.09,32.4
87,31,-324.56,30.85
88,31,-309.81,29.37
89,31,-294.77,27.87
90,31,-284.21,26.81
91,31,-272.87,25.68
92,31,-261.68,24.56
93,31,-251.26,23.52
94,31,-239.5,22.34
95,31,-227.55,21.15
96,31,-215.64,19.96
97,31,-202.89,18.68
98,31,-190.62,17.45
99,31,-178.22,16.21
99,43,-495.41,44.71
100,31,-164.93,14.88
100,43,-493.58,44.53
101,31,-153.2,13.71
101,43,-489.25,44.1
102,31,-140.9,12.48
102,43,-482.83,43.46
103,31,-129.5,8.13
103,43,-474.1,42.58
104,31,-116.11,6.79
104,43,-463.24,41.5
105,31,-100.58,5.23
105,43,-449.98,40.17
106,31,-85.28,3.7
106,43,-435.37,38.71
106,46,-495.41,44.71
107,31,-70.94,2.27
107,43,-420.38,37.21
107,46,-493.43,44.52
108,31,-57.13,0.89
108,43,-405.39,35.71
108,46,-489.57,44.13
109,31,-42.71,-0.55
109,43,-390.09,34.18
109,46,-483.4,43.51
110,31,-30.54,-1.77
110,43,-374.51,32.62
110,46,-475.17,42.69
111,31,-21.98,-2.63
111,43,-359.24,31.1
111,46,-464.69,41.64
112,31,-16.87,-3.14
112,43,-344.03,29.58
112,46,-451.63,40.34
113,31,-11.28,-3.7
113,43,-329.13,28.09
113,46,-437.16,38.89
114,31,-4.35,-4.39
114,43,-313.91,26.56
114,46,-422.03,37.38
115,31,4.28,-5.25
115,43,-298.95,25.07
115,46,-406.78,35.85
116,31,15.09,-6.33
116,43,-283.53,23.53
116,46,-390.77,34.25
117,31,28.11,-7.63
117,43,-267.98,21.97
117,46,-375.39,32.71
118,31,43.63,-9.19
118,43,-252.47,20.42
118,46,-359.1,31.08
119,31,59.38,-10.76
119,43,-237.4,18.91
119,46,-343.44,29.52
120,31,75.07,-12.33
120,43,-222.61,17.44
120,46,-327.6,27.93
121,31,90.82,-13.91
121,43,-207.85,15.96
121,46,-311.41,26.32
122,31,106.04,-15.43
122,43,-193.32,14.51
122,46,-295.45,24.72
123,31,120.81,-16.91
123,43,-178.8,13.06
123,46,-279.55,23.13
124,31,135.97,-18.42
124,43,-163.6,11.53
124,46,-264.45,21.62
125,31,150.76,-19.9
125,43,-148.15,9.99
125,46,-249.31,20.11
126,31,166.3,-21.45
126,43,-133.21,8.5
126,46,-233.95,18.57
127,31,181.96,-23.02
127,43,-117.72,6.95
127,46,-217.77,16.95
128,31,197.51,-24.58
128,43,-102.88,5.46
128,46,-202.1,15.39
129,31,212.98,-26.12
