time,vehicle_id,x,y
39,17,44.71,495.41
40,17,44.47,493.01
41,17,44.06,488.85
42,17,43.51,483.37
43,17,42.78,476.12
44,17,41.82,466.47
45,17,40.68,455.03
46,17,39.35,441.82
47,17,37.95,427.72
48,17,36.56,413.84
49,17,35.21,400.35
50,17,33.79,386.2
51,17,32.43,372.6
52,17,31.05,358.77
53,17,29.64,344.66
54,17,28.31,331.33
55,17,26.97,317.92
56,17,25.65,304.72
57,17,24.26,290.9
58,17,22.83,276.58
59,17,21.4,262.25
60,17,19.98,248.08
60,26,44.71,495.41
61,17,18.66,234.87
61,26,44.49,493.2
62,17,17.34,221.61
62,26,44.07,488.98
63,17,15.94,207.6
63,26,43.46,482.9
64,17,14.53,193.57
64,26,42.65,474.81
65,17,13.11,179.37
65,26,41.64,464.7
66,17,11.75,165.7
66,26,40.38,452.05
66,28,44.71,495.41
67,17,10.36,151.83
67,26,39.12,439.51
67,28,44.56,493.87
68,17,9.03,138.57
68,26,37.93,427.6
68,28,44.15,489.78
69,17,7.65,124.74
69,26,36.68,415.06
69,28,43.53,483.62
70,17,6.32,111.42
70,26,35.45,402.78
70,28,42.68,475.03
71,17,4.91,97.31
71,26,34.25,390.79
71,28,41.67,464.98
72,17,3.51,83.37
72,26,32.96,377.89
72,28,40.51,453.41
73,17,2.13,69.56
73,26,31.73,365.52
73,28,39.16,439.87
74,17,0.72,55.42
74,26,30.47,352.93
74,28,37.85,426.8
75,17,-0.64,41.87
75,26,29.22,340.51
75,28,36.51,413.35
76,17,-1.99,28.36
76,26,28.03,328.54
76,28,35.17,399.95
77,17,-2.89,19.33
77,26,26.86,316.82
77,28,33.78,386.09
78,17,-3.4,14.24
78,26,25.58,304.05
78,28,32.46,372.92
79,17,-3.6,12.22
79,26,24.37,291.92
79,28,31.11,359.38
80,17,-3.64,11.84
80,26,23.14,279.69
80,28,29.82,346.46
81,17,-3.64,11.83
81,26,21.88,267.09
81,28,28.44,332.66
82,17,-3.64,11.83
82,26,20.69,255.16
82,28,27.04,318.7
83,17,-3.64,11.83
83,26,19.41,242.38
83,28,25.67,305.01
84,17,-3.64,11.83
84,26,18.15,229.78
84,28,24.32,291.45
85,17,-3.64,11.83
85,26,16.95,217.72
85,28,23.04,278.62
86,17,-3.64,11.83
86,26,15.68,205.05
86,28,21.72,265.46
87,17,-3.84,9.79
87,26,14.46,192.82
87,28,20.32,251.47
88,17,-4.31,5.17
88,26,13.24,180.69
88,28,18.96,237.87
89,17,-4.99,-1.63
89,26,11.97,167.97
89,28,17.64,224.65
90,17,-5.83,-10.11
90,26,10.74,155.65
90,28,16.31,211.35
91,17,-6.87,-20.47
91,26,9.53,143.51
91,28,14.96,197.88
92,17,-8.12,-32.99
92,26,8.25,130.74
92,28,13.58,184.05
93,17,-9.45,-46.31
93,26,7.02,118.44
93,28,12.28,171.08
94,17,-10.84,-60.17
94,26,5.73,105.57
94,28,10.96,157.82
95,17,-12.28,-74.6
95,26,4.55,93.76
95,28,9.6,144.28
96,17,-13.72,-88.99
96,26,3.36,81.84
96,28,8.24,130.67
97,17,-15.14,-103.14
97,26,2.1,69.21
97,28,6.95,117.74
98,17,-16.56,-117.41
98,26,0.81,56.32
98,28,5.61,104.29
99,17,-17.91,-130.84
99,26,-0.47,43.5
99,28,4.29,91.17
100,17,-19.23,-144.06
100,26,-1.67,31.55
100,28,2.95,77.77
101,17,-20.58,-157.51
101,26,-2.96,18.68
101,28,1.63,64.58
102,17,-22.02,-171.98
102,26,-4.23,5.89
102,28,0.34,51.6
103,17,-23.36,-185.33
103,26,-5.44,-6.2
103,28,2.22,38.34
104,17,-24.7,-198.78
104,26,-6.65,-18.26
104,28,0.93,25.42
105,17,-26.07,-212.46
105,26,-7.93,-31.06
105,28,-0.36,12.53
106,17,-27.43,-226.05
106,26,-9.1,-42.77
106,28,-1.7,-0.86
107,17,-28.85,-240.23
107,26,-10.34,-55.21
107,28,-3.02,-14.09
108,17,-30.24,-254.17
108,26,-11.57,-67.49
108,28,-4.34,-27.33
109,17,-31.61,-267.8
109,26,-12.83,-80.04
109,28,-5.74,-41.27
110,17,-32.93,-281.09
110,26,-14.11,-92.87
110,28,-7.08,-54.7
111,17,-34.32,-294.98
111,26,-15.38,-105.55
111,28,-8.47,-68.61
112,17,-35.7,-308.78
112,26,-16.63,-118.05
112,28,-9.76,-81.51
113,17,-37.14,-323.13
113,26,-17.82,-130.0
113,28,-11.05,-94.4
114,17,-38.57,-337.48
114,26,-19.08,-142.55
114,28,-12.35,-107.37
115,17,-39.94,-351.14
115,26,-20.32,-155.0
115,28,-13.74,-121.31
116,17,-41.33,-365.04
116,26,-21.6,-167.73
116,28,-15.07,-134.62
117,17,-42.78,-379.49
117,26,-22.77,-179.44
117,28,-16.48,-148.69
118,17,-44.14,-393.11
118,26,-23.97,-191.47
118,28,-17.85,-162.36
119,17,-45.47,-406.43
119,26,-25.15,-203.28
119,28,-19.15,-175.43
120,17,-46.92,-420.89
120,26,-26.4,-215.78
120,28,-20.46,-188.53
121,17,-48.24,-434.1
121,26,-27.66,-228.33
121,28,-21.78,-201.71
122,17,-49.61,-447.78
122,26,-28.94,-241.19
122,28,-23.15,-215.44
123,17,-51.04,-462.14
123,26,-30.16,-253.36
123,28,-24.44,-228.28
124,17,-52.48,-476.57
124,26,-31.45,-266.25
124,28,-25.77,-241.64
125,17,-53.9,-490.7
125,26,-32.71,-278.82
125,28,-27.13,-255.19
126,26,-33.92,-290.89
126,28,-28.51,-269.04
127,26,-35.08,-302.57
127,28,-29.87,-282.59
128,26,-36.37,-315.47
128,28,-31.26,-296.5
129,26,-37.56,-327.33
129,28,-32.62,-310.12
130,26,-38.75,-339.26
130,28,-33.99,-323.84
131,26,-39.97,-351.46
131,28,-35.3,-336.92
132,26,-41.26,-364.33
132,28,-36.6,-349.9
133,26,-42.48,-376.5
133,28,-37.89,-362.81
134,26,-43.72,-388.95
134,28,-39.18,-375.68
135,26,-44.96,-401.33
135,28,-40.54,-389.38
136,26,-46.13,-413.07
136,28,-41.88,-402.7
137,26,-47.32,-424.97
137,28,-43.17,-415.62
138,26,-48.59,-437.62
138,28,-44.47,-428.68
139,26,-49.77,-449.4
139,28,-45.84,-442.36
140,26,-50.99,-461.64
140,28,-47.15,-455.41
141,26,-52.26,-474.29
141,28,-48.53,-469.19
142,26,-53.45,-486.26
142,28,-49.8,-481.98
143,26,-54.69,-498.59
143,28,-51.2,-495.96
161,70,44.71,495.41
162,70,44.61,494.37
163,70,44.27,490.93
164,70,43.74,485.65
165,70,43.0,478.31
166,70,42.03,468.56
167,70,40.84,456.65
168,70,39.53,443.62
169,70,38.22,430.43
170,70,36.9,417.27
