time,vehicle_id,x,y
69,30,-494.9,-4.8
70,30,-492.79,-4.8
71,30,-489.35,-4.8
72,30,-483.59,-4.8
73,30,-475.96,-4.8
74,30,-465.8,-4.8
75,30,-453.82,-4.8
76,30,-442.35,-4.8
77,30,-430.37,-4.8
78,30,-419.18,-4.8
79,30,-406.83,-4.8
80,30,-394.88,-4.8
81,30,-383.7,-4.8
82,30,-371.77,-4.8
83,30,-360.11,-4.8
84,30,-348.26,-4.8
85,30,-336.19,-4.8
86,30,-323.92,-4.8
87,30,-312.64,-4.8
88,30,-300.57,-4.8
89,30,-288.85,-4.8
90,30,-277.35,-4.8
91,30,-265.01,-1.6
92,30,-252.75,-1.6
93,30,-240.87,-1.6
94,30,-229.78,-1.6
95,30,-218.39,-1.6
96,30,-207.27,-1.6
97,30,-195.41,-1.6
98,30,-183.52,-1.6
99,30,-172.42,-1.6
100,30,-160.91,-1.6
101,30,-149.03,-1.6
102,30,-137.95,-1.6
102,44,-494.9,-4.8
103,30,-126.65,-1.6
103,44,-493.32,-4.8
104,30,-115.44,-1.6
104,44,-489.27,-4.8
105,30,-103.93,-1.6
105,44,-483.47,-4.8
106,30,-92.19,-1.6
106,44,-475.8,-4.8
107,30,-79.84,-1.6
107,44,-465.95,-4.8
108,30,-68.33,-1.6
108,44,-454.28,-4.8
109,30,-56.39,-1.6
109,44,-440.29,-4.8
110,30,-44.87,-1.6
110,44,-424.6,-4.8
111,30,-33.06,-1.6
111,44,-409.47,-4.8
112,30,-21.54,-1.6
112,44,-393.81,-4.8
113,30,-14.52,-1.6
113,44,-378.35,-4.8
114,30,-12.0,-1.6
114,44,-363.52,-4.8
115,30,-11.67,-1.6
115,44,-347.68,-1.6
116,30,-11.45,-1.6
116,44,-332.61,-1.6
117,30,-11.42,-1.6
117,44,-317.24,-1.6
118,30,-11.4,-1.6
118,44,-301.68,-1.6
119,30,-11.4,-1.6
119,44,-286.05,-1.6
120,30,-11.4,-1.6
120,44,-270.8,-1.6
121,30,-11.4,-1.6
121,44,-255.53,-1.6
122,30,-11.4,-1.6
122,44,-240.4,-1.6
123,30,-11.4,-1.6
123,44,-225.35,-1.6
124,30,-11.4,-1.6
124,44,-209.41,-1.6
125,30,-11.4,-1.6
125,44,-193.68,-1.6
126,30,-11.4,-1.6
126,44,-178.08,-1.6
127,30,-11.4,-1.6
127,44,-162.55,-1.6
128,30,-11.4,-1.6
128,44,-146.62,-1.6
129,30,-11.4,-1.6
129,44,-131.31,-1.6
129,56,-494.9,-4.8
130,30,-11.4,-1.6
130,44,-116.41,-1.6
130,56,-493.23,-4.8
131,30,-11.4,-1.6
131,44,-101.31,-1.6
131,56,-490.02,-4.8
132,30,-11.4,-1.6
132,44,-85.7,-1.6
132,56,-484.45,-4.8
133,30,-11.4,-1.6
133,44,-70.7,-1.6
133,56,-476.64,-4.8
134,30,-11.4,-1.6
134,44,-55.1,-1.6
134,56,-466.73,-4.8
135,30,-11.4,-1.6
135,44,-41.98,-1.6
135,56,-454.92,-4.8
136,30,-11.4,-1.6
136,44,-33.21,-1.6
136,56,-443.0,-4.8
137,30,-11.4,-1.6
137,44,-28.45,-1.6
