time,vehicle_id,x,y
63,27,4.8,-494.9
64,27,4.8,-493.56
65,27,4.8,-490.78
66,27,4.8,-486.19
67,27,4.8,-479.88
68,27,4.8,-471.35
69,27,4.8,-461.06
70,27,4.8,-448.18
71,27,4.8,-435.3
72,27,4.8,-421.88
73,27,4.8,-408.79
74,27,4.8,-395.74
75,27,4.8,-382.22
76,27,4.8,-368.65
77,27,4.8,-355.59
78,27,4.8,-342.2
79,27,4.8,-328.21
80,27,4.8,-314.63
81,27,4.8,-301.13
82,27,4.8,-288.4
83,27,4.8,-274.82
84,27,4.8,-261.21
85,27,4.8,-247.4
86,27,4.8,-234.05
87,27,4.8,-220.45
88,27,4.8,-206.69
89,27,4.8,-193.3
90,27,4.8,-180.52
91,27,4.8,-167.66
92,27,4.8,-154.06
93,27,4.8,-141.04
94,27,4.8,-128.04
95,27,4.8,-114.56
96,27,4.8,-101.05
97,27,4.8,-87.79
98,27,4.8,-74.08
99,27,4.8,-60.62
99,43,4.8,-494.9
100,27,4.8,-46.98
100,43,4.8,-493.54
101,27,4.8,-33.47
101,43,4.8,-490.56
102,27,4.8,-24.44
102,43,4.8,-485.48
103,27,4.8,-19.56
103,43,4.8,-478.03
104,27,4.8,-19.13
104,43,4.8,-468.93
105,27,4.8,-18.92
105,43,4.8,-457.9
106,27,4.8,-18.91
106,43,4.8,-444.92
107,27,4.8,-18.9
107,43,4.8,-429.54
108,27,4.8,-18.9
108,43,4.8,-413.34
109,27,4.8,-18.9
109,43,4.8,-397.29
110,27,4.8,-18.9
110,43,4.8,-381.87
111,27,4.8,-18.9
111,43,4.8,-365.52
112,27,4.8,-18.9
112,43,4.8,-349.63
113,27,4.8,-18.9
113,43,4.8,-334.01
114,27,4.8,-18.9
114,43,4.8,-318.49
115,27,4.8,-18.9
115,43,4.8,-302.71
116,27,4.8,-18.9
116,43,4.8,-286.93
117,27,4.8,-18.9
117,43,4.8,-271.54
118,27,4.8,-18.9
118,43,4.8,-256.37
119,27,4.8,-18.9
119,43,4.8,-240.86
120,27,4.8,-18.9
120,43,4.8,-225.47
121,27,4.8,-18.9
121,43,4.8,-209.82
122,27,4.8,-18.9
122,43,4.8,-193.98
123,27,4.8,-18.9
123,43,4.8,-178.48
124,27,4.8,-18.9
124,43,4.8,-162.52
125,27,4.8,-18.9
125,43,4.8,-146.66
126,27,4.8,-18.9
126,43,4.8,-130.99
