time,vehicle_id,x,y
14,6,-495.41,44.71
15,6,-493.1,44.48
16,6,-489.07,44.08
17,6,-482.65,43.44
18,6,-474.25,42.6
19,6,-463.67,41.54
20,6,-452.6,40.43
21,6,-442.24,39.4
22,6,-431.18,38.29
23,6,-420.04,37.18
24,6,-409.02,36.08
25,6,-397.63,34.94
26,6,-386.54,33.83
27,6,-376.02,32.78
28,6,-364.95,31.67
29,6,-354.61,30.63
30,6,-343.81,29.55
31,6,-332.47,28.42
32,6,-322.02,27.38
33,6,-311.05,26.28
34,6,-300.79,25.25
35,6,-289.55,24.13
36,6,-279.12,23.09
37,6,-267.64,21.94
38,6,-256.38,20.81
39,6,-245.56,19.73
40,6,-234.13,18.59
41,6,-222.84,17.46
42,6,-211.75,16.35
43,6,-201.02,15.28
44,6,-190.13,14.19
45,6,-179.23,13.1
46,6,-168.76,12.05
47,6,-158.49,11.02
48,6,-147.91,9.97
49,6,-137.62,8.94
50,6,-127.39,7.91
51,6,-115.94,6.77
52,6,-105.44,5.72
53,6,-94.7,4.65
54,6,-83.5,3.53
55,6,-73.15,2.49
56,6,-62.91,1.47
57,6,-52.65,0.44
58,6,-41.27,-0.7
59,6,-30.43,-1.78
60,6,-20.33,-2.79
61,6,-14.42,-3.38
62,6,-12.07,-3.62
63,6,-11.88,-3.64
64,6,-11.83,-3.64
65,6,-11.83,-3.64
66,6,-11.83,-3.64
67,6,-11.83,-3.64
68,6,-11.83,-3.64
69,6,-11.83,-3.64
70,6,-11.83,-3.64
71,6,-11.83,-3.64
72,6,-11.83,-3.64
73,6,-11.83,-3.64
74,6,-11.83,-3.64
75,6,-11.83,-3.64
76,6,-11.83,-3.64
77,6,-11.83,-3.64
78,6,-11.83,-3.64
79,6,-11.83,-3.64
80,6,-11.83,-3.64
81,6,-11.83,-3.64
82,6,-11.83,-3.64
83,6,-11.83,-3.64
84,6,-11.83,-3.64
85,6,-11.83,-3.64
86,6,-11.83,-3.64
87,6,-11.83,-3.64
88,6,-9.34,-3.89
89,6,-5.15,-4.31
90,6,1.23,-4.95
91,6,9.05,-5.73
92,6,18.28,-6.65
93,6,28.91,-7.71
94,6,40.04,-8.83
95,6,50.67,-9.89
96,6,62.12,-11.04
97,6,73.57,-12.18
98,6,84.62,-13.29
99,6,95.17,-14.34
100,6,105.76,-15.4
101,6,116.02,-16.43
102,6,127.36,-17.56
103,6,138.83,-18.71
104,6,149.55,-19.78
105,6,159.83,-20.81
106,6,171.14,-21.94
107,6,182.21,-23.05
108,6,192.72,-24.1
109,6,203.2,-25.14
110,6,214.04,-26.23
111,6,225.33,-27.36
112,6,235.86,-28.41
113,6,246.84,-29.51
114,6,258.32,-30.66
115,6,269.67,-31.79
116,6,280.38,-32.86
117,6,291.8,-34.01
118,6,302.89,-35.11
119,6,313.6,-36.19
120,6,324.04,-37.23
121,6,334.77,-38.3
122,6,345.07,-39.33
123,6,355.42,-40.37
124,6,365.99,-41.43
125,6,377.0,-42.53
126,55,-495.41,44.71
126,6,388.22,-43.65
127,55,-493.55,44.53
127,6,398.89,-44.72
128,55,-489.38,44.11
128,6,410.28,-45.85
129,55,-483.33,43.5
129,6,420.88,-46.92
130,55,-475.07,42.68
130,6,432.3,-48.06
131,55,-465.48,41.72
131,6,443.03,-49.13
132,55,-453.51,40.52
132,6,454.06,-50.23
133,55,-439.62,39.13
133,6,465.44,-51.37
134,55,-425.42,37.71
134,6,475.95,-52.42
135,55,-412.2,36.39
135,6,486.36,-53.46
136,55,-397.88,34.96
136,6,497.36,-54.56
137,55,-383.78,33.55
138,55,-370.37,32.21
139,55,-356.6,30.83
140,55,-342.23,29.4
141,55,-328.74,28.05
142,55,-314.68,26.64
143,55,-300.42,25.22
144,55,-286.16,23.79
145,55,-272.28,22.4
146,55,-258.37,21.01
147,55,-244.13,19.59
148,55,-230.97,18.27
149,55,-216.75,16.85
150,55,-203.08,15.48
151,55,-189.3,14.1
152,55,-175.91,12.77
153,55,-161.58,11.33
154,55,-147.38,9.91
155,55,-134.11,8.59
156,55,-120.98,7.27
157,55,-106.79,5.86
158,55,-93.32,4.51
159,55,-79.59,3.14
160,55,-65.37,1.71
161,55,-51.49,0.33
162,55,-37.32,2.12
163,55,-24.31,0.82
164,55,-15.78,-0.03
165,55,-11.72,-0.44
166,55,-11.52,-0.46
167,55,-11.51,-0.46
168,55,-11.51,-0.46
169,55,-11.51,-0.46
170,55,-11.51,-0.46
171,55,-11.51,-0.46
172,55,-11.51,-0.46
173,55,-11.51,-0.46
174,55,-11.51,-0.46
175,55,-11.51,-0.46
176,55,-9.9,-0.62
177,55,-6.28,-0.98
178,55,-0.85,-1.53
179,55,6.1,-2.22
180,55,15.47,-3.16
181,55,26.6,-4.27
182,55,39.45,-5.56
183,55,53.54,-6.96
184,55,67.23,-8.33
185,55,80.9,-9.7
186,55,94.12,-11.02
187,55,107.8,-12.39
188,55,122.01,-13.81
189,55,135.68,-15.18
190,55,149.36,-16.55
191,55,162.58,-17.87
192,55,176.7,-19.28
193,55,190.55,-20.66
194,55,204.89,-22.1
195,55,218.63,-23.47
196,55,233.04,-24.91
197,55,246.65,-26.27
198,55,260.17,-27.63
199,55,273.66,-28.97
200,55,286.81,-30.29
201,55,300.83,-31.69
202,55,315.16,-33.12
203,55,328.79,-34.49
204,55,342.26,-39.05
205,55,356.18,-40.44
206,55,370.53,-41.88
207,55,384.31,-43.26
208,55,398.55,-44.68
209,55,412.79,-46.11
210,55,426.86,-47.51
211,55,440.2,-48.85
212,55,453.34,-50.16
213,55,467.32,-51.56
214,55,481.7,-53.0
215,55,495.31,-54.36
252,110,-495.41,44.71
253,110,-493.76,44.55
254,110,-489.88,44.16
255,110,-484.61,43.63
256,110,-477.67,42.94
257,110,-469.06,42.08
258,110,-458.6,41.03
259,110,-447.85,39.96
260,110,-437.45,38.92
261,110,-425.98,37.77
262,110,-415.23,36.7
263,110,-404.0,35.57
264,110,-392.56,34.43
265,110,-382.29,33.4
266,110,-370.91,32.26
267,110,-359.84,31.16
268,110,-349.46,30.12
269,110,-338.14,28.99
270,110,-327.68,27.94
271,110,-317.05,26.88
272,110,-306.19,25.79
273,110,-295.26,24.7
274,110,-285.02,23.68
275,110,-274.33,22.61
276,110,-263.53,21.53
277,110,-252.01,20.38
278,110,-240.81,19.26
279,110,-230.58,18.23
280,110,-219.26,17.1
280,122,-495.41,44.71
281,110,-208.92,16.07
281,122,-493.11,44.48
282,110,-197.93,14.97
282,122,-489.42,44.11
283,110,-186.87,13.86
283,122,-483.5,43.52
284,110,-175.56,12.73
284,122,-475.72,42.74
285,110,-164.23,11.6
285,122,-465.67,41.74
286,110,-153.63,10.54
286,122,-453.07,40.48
287,110,-142.99,9.47
287,122,-440.23,39.2
288,110,-131.94,8.37
288,122,-427.6,37.93
289,110,-121.31,7.31
289,122,-414.6,36.63
289,126,-495.41,44.71
290,110,-109.79,6.15
290,122,-402.19,35.39
290,126,-492.92,44.46
291,110,-99.04,5.08
291,122,-389.71,34.14
291,126,-488.55,44.03
292,110,-87.58,3.93
292,122,-377.5,32.92
292,126,-482.28,43.4
293,110,-77.13,2.89
293,122,-364.88,31.66
293,126,-473.52,42.52
294,110,-66.89,1.87
294,122,-351.91,30.36
294,126,-462.92,41.46
295,110,-56.6,0.84
295,122,-339.35,29.11
295,126,-451.69,40.34
296,110,-45.26,-0.3
296,122,-326.32,27.81
296,126,-439.81,39.15
297,110,-34.15,-1.41
297,122,-313.92,26.57
297,126,-428.7,38.04
298,110,-23.33,-2.49
298,122,-301.12,25.29
298,126,-417.46,36.92
299,110,-15.87,-3.24
299,122,-288.35,24.01
299,126,-406.33,35.81
300,110,-12.12,-3.61
300,122,-275.69,22.74
300,126,-394.23,34.6
301,110,-11.91,-3.63
301,122,-263.53,21.53
301,126,-382.04,33.38
302,110,-11.86,-3.64
302,122,-250.22,20.2
302,126,-369.73,32.15
303,110,-11.83,-3.64
303,122,-236.96,18.87
303,126,-357.95,30.97
304,110,-11.83,-3.64
304,122,-224.31,17.61
304,126,-346.89,29.86
305,110,-11.83,-3.64
305,122,-211.25,16.3
305,126,-334.9,28.66
306,110,-11.83,-3.64
306,122,-198.24,15.0
306,126,-323.67,27.54
307,110,-11.83,-3.64
307,122,-185.29,13.7
307,126,-312.04,26.38
308,110,-11.83,-3.64
308,122,-172.96,12.47
308,126,-300.2,25.19
309,110,-11.83,-3.64
309,122,-160.31,11.21
309,126,-287.88,23.96
310,110,-11.83,-3.64
310,122,-146.95,9.87
310,126,-276.37,22.81
311,110,-11.83,-3.64
311,122,-134.25,8.6
311,126,-264.94,21.67
312,110,-11.83,-3.64
312,122,-120.88,7.26
312,126,-253.54,20.53
313,110,-11.83,-3.64
313,122,-108.76,6.05
313,126,-241.29,19.3
314,110,-11.83,-3.64
314,122,-96.48,4.82
314,126,-229.64,18.14
315,110,-11.83,-3.64
315,122,-83.96,3.57
315,126,-217.6,16.94
316,110,-11.83,-3.64
316,122,-71.08,2.28
316,126,-206.03,15.78
317,110,-11.83,-3.64
317,122,-58.25,1.0
317,126,-194.22,14.6
318,110,-11.83,-3.64
318,122,-44.66,2.86
318,126,-182.06,13.38
319,110,-11.83,-3.64
319,122,-31.93,1.58
319,126,-170.96,12.27
320,110,-11.83,-3.64
320,122,-21.65,0.55
320,126,-158.69,11.04
321,110,-11.83,-3.64
321,122,-15.55,-0.06
321,126,-147.47,9.92
322,110,-11.83,-3.64
322,122,-12.58,-0.35
322,126,-136.01,8.78
323,110,-11.83,-3.64
323,122,-11.71,-0.44
323,126,-124.49,7.62
