time,vehicle_id,x,y
84,36,44.71,495.41
85,36,44.49,493.18
86,36,44.14,489.64
87,36,43.54,483.66
88,36,42.72,475.47
89,36,41.72,465.43
90,36,40.54,453.63
91,36,39.33,441.61
92,36,38.13,429.58
93,36,36.98,418.11
94,36,35.78,406.07
95,36,34.61,394.38
96,36,33.5,383.28
97,36,32.35,371.76
98,36,34.42,360.3
99,36,33.29,348.99
100,36,32.2,338.08
101,36,31.08,326.9
102,36,29.92,315.23
103,36,28.77,303.76
104,36,27.64,292.53
105,36,26.54,281.5
106,36,25.42,270.31
107,36,24.39,259.98
108,36,23.29,248.96
109,36,22.21,238.17
110,36,21.21,228.16
111,36,20.08,216.85
112,36,18.92,205.32
113,36,17.84,194.52
114,36,16.68,182.93
115,36,15.57,171.8
116,36,14.52,161.26
117,36,13.47,150.75
118,36,12.44,140.46
119,36,11.32,129.28
120,36,10.25,118.55
121,36,9.16,107.7
122,36,7.98,95.89
122,53,44.71,495.41
123,36,6.89,84.99
123,53,44.53,493.57
124,36,5.84,74.47
124,53,44.16,489.87
125,36,4.83,64.41
125,53,43.62,484.44
126,36,3.78,53.87
126,53,42.88,477.03
127,36,2.71,43.25
127,53,41.89,467.21
128,36,1.79,34.01
128,53,40.71,455.33
129,36,1.31,29.17
129,53,39.54,443.64
130,36,1.1,27.1
130,53,38.3,431.28
131,36,1.04,26.52
131,53,37.06,418.84
132,36,1.04,26.47
132,53,35.92,407.44
133,36,1.03,26.45
133,53,34.72,395.45
134,36,1.03,26.44
134,53,33.49,383.18
135,36,1.03,26.43
135,53,32.26,370.83
136,36,0.94,25.55
136,53,31.08,359.07
137,36,0.65,22.64
137,53,29.91,347.33
138,36,0.41,20.18
138,53,28.77,335.97
139,36,0.33,19.41
139,53,27.56,323.81
140,36,0.3,19.08
140,53,26.36,311.85
141,36,0.29,19.02
141,53,25.12,299.47
142,36,0.29,18.98
142,53,23.96,287.9
143,36,0.29,18.97
143,53,25.93,275.37
144,36,0.29,18.97
144,53,24.73,263.41
145,36,0.29,18.97
145,53,23.57,251.79
146,36,0.29,18.97
146,53,22.38,239.88
147,36,0.29,18.97
147,53,21.14,227.46
148,36,0.29,18.97
148,53,20.0,216.07
149,36,0.29,18.97
149,53,18.79,204.04
150,36,0.29,18.97
150,53,17.65,192.6
151,36,0.29,18.97
151,53,16.44,180.44
