time,vehicle_id,x,y
42,18,495.41,-44.71
43,18,493.31,-44.5
44,18,488.87,-44.06
45,18,483.12,-43.48
46,18,475.83,-42.75
47,18,467.08,-41.88
48,18,455.79,-40.75
49,18,442.06,-39.38
50,18,428.53,-38.03
51,18,414.07,-36.58
52,18,400.12,-35.18
53,18,386.79,-33.85
54,18,373.49,-32.52
55,18,359.12,-31.09
55,24,495.41,-44.71
56,18,345.18,-29.69
56,24,493.94,-44.57
57,18,331.74,-28.35
57,24,490.85,-44.26
58,18,317.91,-26.96
58,24,485.66,-43.74
59,18,304.2,-25.59
59,24,478.78,-43.05
60,18,290.91,-24.27
60,24,470.07,-42.18
61,18,276.54,-22.83
61,24,459.77,-41.15
62,18,263.01,-21.48
62,24,447.75,-39.95
63,18,249.2,-20.09
63,24,435.71,-38.74
64,18,235.41,-18.72
64,24,424.33,-37.61
65,18,221.3,-17.3
65,24,412.92,-36.47
65,28,495.41,-44.71
66,18,207.28,-15.9
66,24,401.88,-35.36
66,28,493.9,-44.56
67,18,193.47,-14.52
67,24,389.8,-34.15
67,28,490.98,-44.27
68,18,180.17,-13.19
68,24,377.95,-32.97
68,28,485.65,-43.74
69,18,166.74,-11.85
69,24,366.61,-31.83
69,28,479.0,-43.07
70,18,153.4,-10.52
70,24,354.61,-30.63
70,28,470.45,-42.22
71,18,139.52,-9.13
71,24,342.99,-29.47
71,28,459.34,-41.11
72,18,125.73,-7.75
72,24,331.28,-28.3
72,28,445.87,-39.76
73,18,112.07,-6.38
73,24,319.62,-27.14
73,28,432.0,-38.37
74,18,97.77,-4.95
74,24,308.63,-26.04
74,28,418.84,-37.06
75,18,83.84,-3.56
75,24,297.64,-24.94
75,28,404.78,-35.65
76,18,70.05,-2.18
76,24,285.55,-23.73
76,28,391.02,-34.27
77,18,56.86,-0.86
77,24,273.78,-22.55
77,28,377.0,-32.87
78,18,43.14,0.51
78,24,262.71,-21.45
78,28,363.08,-31.48
79,18,31.77,1.65
79,24,250.79,-20.25
79,28,350.08,-30.18
80,18,23.79,2.44
80,24,238.96,-19.07
80,28,336.42,-28.82
81,18,19.68,2.86
81,24,227.87,-17.96
81,28,323.11,-27.49
82,18,19.39,2.88
82,24,216.51,-16.83
82,28,309.16,-26.09
83,18,19.32,2.89
83,24,204.42,-15.62
83,28,295.38,-24.71
84,18,19.3,2.89
84,24,192.78,-14.45
84,28,282.08,-23.38
85,18,19.29,2.89
85,24,180.72,-13.25
85,28,268.83,-22.06
86,18,19.29,2.89
86,24,169.75,-12.15
86,28,255.51,-20.73
87,18,19.29,2.89
87,24,158.26,-11.0
87,28,242.57,-19.43
88,18,19.29,2.89
88,24,146.31,-9.81
88,28,229.74,-18.15
89,18,17.66,3.06
89,24,134.87,-8.66
89,28,215.68,-16.74
90,18,14.33,3.39
90,24,123.49,-7.52
90,28,202.38,-15.41
91,18,8.99,3.92
91,24,111.5,-6.33
91,28,189.15,-14.09
92,18,1.62,4.66
92,24,99.76,-5.15
92,28,175.35,-12.71
93,18,-8.15,5.64
93,24,87.88,-3.96
93,28,161.68,-11.34
94,18,-19.4,6.76
94,24,76.35,-2.81
94,28,148.74,-10.05
95,18,-32.21,8.04
95,24,65.21,-1.7
95,28,135.92,-8.77
96,18,-46.61,9.48
96,24,54.05,-0.58
96,28,122.43,-7.42
97,18,-59.96,10.82
97,24,43.0,0.52
97,28,108.9,-6.07
98,18,-74.14,12.24
98,24,31.51,1.67
98,28,95.48,-4.72
99,18,-88.44,13.67
99,24,20.4,2.78
99,28,82.66,-3.44
100,18,-101.86,15.01
100,24,9.18,3.91
100,28,69.45,-2.12
101,18,-115.09,16.33
101,24,-1.73,5.0
101,28,56.3,-0.81
102,18,-128.33,17.66
102,24,-13.25,6.15
102,28,43.38,0.49
103,18,-142.46,19.07
103,24,-24.29,7.25
103,28,29.5,1.87
104,18,-156.06,20.43
104,24,-36.21,8.44
104,28,15.75,3.25
105,18,-169.47,21.77
105,24,-47.34,9.56
105,28,2.49,4.57
106,18,-183.89,23.21
106,24,-58.59,10.68
106,28,-10.34,5.86
107,18,-197.64,24.59
107,24,-69.64,11.79
107,28,-23.2,7.14
108,18,-210.83,25.91
108,24,-80.6,12.88
108,28,-36.81,8.5
109,18,-225.07,27.33
109,24,-91.97,14.02
109,28,-49.66,9.79
110,18,-239.08,28.73
110,24,-102.92,15.12
110,28,-63.15,11.14
111,18,-253.49,30.17
111,24,-114.41,16.26
111,28,-76.71,12.49
112,18,-266.76,31.5
112,24,-125.36,17.36
112,28,-89.71,13.79
113,18,-280.46,32.87
113,24,-136.72,18.5
113,28,-103.12,15.14
114,18,-294.77,34.3
114,24,-148.69,19.69
114,28,-116.74,16.5
115,18,-308.54,35.68
115,24,-160.65,20.89
115,28,-129.77,17.8
116,18,-322.88,37.11
116,24,-171.73,22.0
116,28,-143.46,19.17
117,18,-336.54,38.48
117,24,-182.78,23.1
117,28,-156.8,20.5
118,18,-350.72,39.9
118,24,-193.91,24.22
118,28,-170.16,21.84
119,18,-364.47,41.27
119,24,-205.7,25.39
119,28,-182.41,23.07
120,18,-378.28,42.65
120,24,-217.77,26.6
120,28,-195.7,21.18
121,18,-392.67,44.09
121,24,-228.69,27.69
121,28,-209.63,22.57
122,18,-405.95,45.42
122,24,-239.98,28.82
122,28,-223.38,23.95
123,18,-419.7,46.8
123,24,-251.35,29.96
123,28,-237.24,25.33
124,18,-433.06,48.13
124,24,-262.54,31.08
124,28,-250.4,26.65
125,18,-447.45,49.57
125,24,-273.9,32.22
125,28,-263.79,27.99
126,18,-461.64,50.99
126,24,-285.2,33.35
126,28,-277.29,29.34
127,18,-474.97,52.32
127,24,-297.12,34.54
127,28,-290.24,30.63
128,18,-488.44,53.67
128,24,-308.87,35.71
128,28,-303.5,31.96
129,24,-320.19,36.85
129,28,-317.52,33.36
130,24,-332.22,38.05
130,28,-330.99,34.71
131,24,-343.61,39.19
131,28,-344.38,36.05
132,24,-355.06,40.33
132,28,-357.57,37.36
133,24,-367.18,41.54
133,28,-370.9,38.7
134,24,-378.57,42.68
134,28,-384.3,40.04
135,24,-389.86,43.81
135,28,-397.69,41.38
136,24,-401.85,45.01
136,28,-411.16,42.72
137,24,-413.34,46.16
137,28,-424.86,44.09
138,24,-424.34,47.26
138,28,-438.55,45.46
139,24,-435.94,48.42
139,28,-452.01,46.81
140,24,-446.93,49.52
140,28,-465.9,48.2
141,24,-458.42,50.67
141,28,-479.14,49.52
142,24,-469.9,51.82
142,28,-492.89,50.89
143,24,-481.56,52.98
144,24,-493.26,54.15
149,65,495.41,-44.71
150,65,493.46,-44.52
151,65,489.36,-44.11
152,65,482.87,-43.46
153,65,474.0,-42.57
154,65,463.18,-41.49
155,65,450.7,-40.24
156,65,437.95,-38.97
157,65,424.67,-37.64
158,65,411.19,-36.29
159,65,397.59,-34.93
160,65,384.87,-33.66
161,65,372.3,-32.4
162,65,358.7,-31.04
163,65,345.98,-29.77
164,65,332.55,-28.43
164,71,495.41,-44.71
165,65,319.99,-27.17
165,71,494.04,-44.58
166,65,307.0,-25.87
166,71,491.19,-44.29
167,65,293.47,-24.52
167,71,486.71,-43.84
168,65,280.46,-23.22
168,71,480.72,-43.24
169,65,267.57,-21.93
169,71,472.17,-42.39
170,65,254.02,-20.58
170,71,461.56,-41.33
171,65,241.43,-19.32
171,71,448.88,-40.06
172,65,228.43,-18.02
172,71,434.77,-38.65
173,65,214.66,-16.64
173,71,419.51,-37.12
174,65,201.39,-15.31
174,71,405.33,-35.71
175,65,187.74,-13.95
175,71,391.78,-37.57
176,65,174.76,-12.65
176,71,376.84,-36.08
177,65,161.9,-11.37
177,71,361.6,-34.55
178,65,149.37,-10.11
178,71,346.21,-33.01
179,65,136.84,-8.86
179,71,330.97,-31.49
180,65,123.65,-7.54
180,71,315.26,-29.92
181,65,110.57,-6.23
181,71,300.23,-28.42
182,65,96.82,-4.86
182,71,285.01,-26.89
183,65,83.28,-3.5
183,71,268.99,-25.29
184,65,70.36,-2.21
184,71,252.98,-23.69
185,65,56.94,-0.87
185,71,237.46,-22.14
186,65,43.97,0.43
186,71,221.94,-20.59
186,81,495.41,-44.71
187,65,30.46,1.78
187,71,206.42,-19.03
187,81,492.83,-44.46
188,65,16.68,3.15
188,71,191.18,-17.51
188,81,487.92,-43.96
189,65,3.65,4.46
189,71,175.3,-15.92
189,81,481.42,-43.31
190,65,-9.97,5.82
190,71,160.17,-14.41
190,81,473.23,-42.5
191,65,-22.99,7.12
191,71,144.35,-12.83
191,81,463.55,-41.53
192,65,-36.25,8.45
192,71,128.76,-11.27
192,81,452.2,-40.39
193,65,-49.63,9.79
193,71,113.01,-6.48
193,81,438.39,-39.01
194,65,-62.87,11.11
194,71,97.95,-4.97
194,81,423.39,-37.51
