time,vehicle_id,x,y
23,10,4.8,-494.9
24,10,4.8,-492.58
25,10,4.8,-487.79
26,10,4.8,-481.28
27,10,4.8,-472.98
28,10,4.8,-462.41
29,10,4.8,-449.62
30,10,4.8,-434.99
31,10,4.8,-420.75
32,10,4.8,-406.85
33,10,4.8,-392.68
34,10,4.8,-378.47
35,10,4.8,-364.07
36,10,4.8,-349.04
37,10,4.8,-334.45
37,16,4.8,-494.9
38,10,1.6,-320.41
38,16,4.8,-493.43
39,10,1.6,-306.61
39,16,4.8,-489.73
40,10,1.6,-292.67
40,16,4.8,-484.71
41,10,1.6,-278.77
41,16,4.8,-477.77
42,10,1.6,-263.78
42,16,4.8,-469.31
43,10,1.6,-249.29
43,16,4.8,-459.03
44,10,1.6,-234.43
44,16,4.8,-447.78
45,10,1.6,-219.5
45,16,4.8,-436.38
46,10,1.6,-204.64
46,16,4.8,-425.76
47,10,1.6,-190.69
47,16,4.8,-414.18
48,10,1.6,-176.2
48,16,4.8,-402.46
49,10,1.6,-161.59
49,16,4.8,-390.88
50,10,1.6,-146.59
50,16,4.8,-379.98
51,10,1.6,-132.38
51,16,4.8,-368.67
52,10,1.6,-117.67
52,16,4.8,-357.16
53,10,1.6,-103.15
53,16,4.8,-345.6
54,10,1.6,-89.28
54,16,4.8,-333.89
55,10,1.6,-75.16
55,16,4.8,-322.25
56,10,1.6,-60.38
56,16,4.8,-310.69
57,10,1.6,-46.55
57,16,4.8,-298.84
58,10,1.6,-32.21
58,16,4.8,-287.04
59,10,1.6,-21.37
59,16,4.8,-275.94
60,10,1.6,-15.02
60,16,4.8,-265.05
61,10,1.6,-12.45
61,16,1.6,-253.79
62,10,1.6,-11.6
62,16,1.6,-242.39
63,10,1.6,-11.48
63,16,1.6,-230.9
64,10,1.6,-11.43
64,16,1.6,-220.21
65,10,1.6,-11.42
65,16,1.6,-208.76
66,10,1.6,-11.41
66,16,1.6,-198.13
67,10,1.6,-11.4
67,16,1.6,-187.2
68,10,1.6,-11.4
68,16,1.6,-175.73
69,10,1.6,-11.4
69,16,1.6,-164.96
70,10,1.6,-11.4
70,16,1.6,-153.34
71,10,1.6,-11.4
71,16,1.6,-142.04
72,10,1.6,-11.4
72,16,1.6,-130.45
73,10,1.6,-11.4
73,16,1.6,-118.6
74,10,1.6,-11.4
74,16,1.6,-106.83
74,32,4.8,-494.9
75,10,1.6,-11.4
75,16,1.6,-95.95
75,32,4.8,-493.35
76,10,1.6,-11.4
76,16,1.6,-84.38
76,32,4.8,-489.77
77,10,1.6,-11.4
77,16,1.6,-73.29
77,32,4.8,-484.6
78,10,1.6,-11.4
78,16,1.6,-62.2
78,32,4.8,-477.49
79,10,1.6,-11.4
79,16,1.6,-51.58
79,32,4.8,-468.81
80,10,1.6,-11.4
80,16,1.6,-39.8
